Comuna,Dose,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09
San Javier,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,1042,1517,1517,1517,2225,2902,3566,4189,4848,4848,4848,5600,6255,6840,7428,7940,7940,7940,8399,8787,9117,9354,9532,9532,9532,9837,10186,10564,10885,11081,11081,11081,11432,11794,12167,12667,13088,13088,13088,13642,14081,14484,14848,15245,15245,15245,15694,16111,16576,16941,17229,17229,17229,17688,17999,18269,18645,18645,18645,18645,18913,19196,19440,19635,19805,19805,19805,19914,20057,20220,20338,20463,20463,20463,20593,20712,20794,20919,21027,21027,21027,21083,21145,21238,21345,21527,21527,21527,21818,22025,22256,22459,22714,22714,22714,23040,23322,23606,23790,24082,24082,24082,24346,24651,25046,25419,25419,25419,25419,26098,26614,27157,27619,28097,28097,28097,28586,28756,28930,28964,28986,28986,28986,29211,29314,29487
San Javier,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,502,920,1392,1393,1393,2077,2708,3362,3995,4638,4641,4641,5349,6006,6610,7161,7675,7676,7676,8121,8508,8836,9066,9259,9259,9259,9602,9916,10254,10581,10581,10581,10582,11118,11500,11849,12320,12669,12670,12670,13230,13621,14041,14350,14769,14772,14772,15235,15620,16074,16427,16742,16743,16743,17220,17495,17829,18111,18221,18221,18221,18464,18694,18958,19159,19324,19324,19324,19495,19636,19806,19927,20067,20067,20067,20186,20304,20399,20538,20538,20538,20538,20714,20793,20889,20963,21073,21073,21073,21288,21424,21646,21843,22083,22083,22083,22397,22661,22964
San Joaquín,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,797,1468,2076,2076,2076,3357,4883,6521,8103,9376,9434,9434,11065,12533,13771,14494,15012,15069,15069,15547,15972,16315,16615,16898,16909,16909,17753,18605,19379,20049,20642,20657,20657,21583,22401,23118,23943,24629,24638,24638,25549,26422,27228,27993,28636,29274,29274,30283,31292,32488,33346,34142,34338,34338,35226,36004,36617,37301,37301,37301,37301,37786,38232,38705,39142,39756,39913,39913,40361,40757,41173,41541,41889,42004,42004,42287,42419,42512,42743,42899,43018,43018,43203,43318,43478,43577,43882,43882,43882,44208,44570,44971,45377,45800,45958,45958,46533,47086,47639,48109,48578,48578,48578,49353,50093,50808,51551,51551,51818,51818,53020,54289,55564,56569,57479,57932,57932,58971,59818,59886,59936,59996,60037,60037,60262,60650,61117
San Joaquín,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,730,1383,1966,1969,1969,3230,4719,6262,7782,9032,9069,9070,10686,12200,13522,14383,14919,14978,14978,15525,15842,16088,16326,16596,16610,16610,17394,18206,18997,19782,19784,19786,19786,20953,21773,22541,23317,23993,24026,24027,24856,25699,26493,27214,27880,28074,28074,29018,29943,30997,31873,32579,33177,33177,34137,34901,35536,36151,36308,36308,36308,36733,37145,37651,38113,38657,38773,38775,39198,39632,40037,40389,40726,40726,40726,41010,41175,41348,41630,41631,41709,41711,42035,42250,42404,42538,42742,42795,42800,43035,43293,43636,44002,44386,44554,44560,45086,45575,46052
San José de Maipo,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,273,469,654,701,701,960,1163,1534,1746,2013,2042,2042,2430,2580,2944,3176,3362,3389,3389,3524,3597,3671,3727,3764,3775,3775,3930,4087,4275,4420,4555,4617,4617,4739,4880,5003,5179,5374,5410,5410,5591,5750,5938,6057,6176,6244,6244,6519,6773,7020,7194,7408,7426,7426,7591,7781,7966,8142,8142,8142,8142,8272,8410,8564,8692,8810,8843,8843,8902,8928,8977,9007,9055,9075,9075,9172,9229,9296,9389,9448,9477,9477,9526,9586,9654,9722,9792,9792,9792,9886,9996,10121,10229,10337,10372,10372,10494,10643,10762,10893,11021,11021,11021,11157,11316,11429,11553,11553,11626,11626,11759,11976,12146,12344,12519,12645,12645,12815,12995,13146,13315,13375,13400,13400,13454,13491,13513
San José de Maipo,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,238,414,596,637,637,878,1091,1437,1650,1904,1935,1935,2306,2485,2842,3063,3228,3263,3263,3388,3471,3560,3624,3674,3682,3682,3824,3964,4134,4334,4338,4339,4339,4567,4704,4803,4987,5180,5235,5235,5396,5569,5736,5847,5945,5995,5995,6265,6514,6759,6937,7100,7134,7135,7291,7447,7606,7811,7856,7856,7856,7979,8130,8264,8385,8483,8523,8523,8581,8659,8717,8769,8817,8817,8817,8879,8948,9013,9108,9112,9140,9140,9200,9282,9372,9428,9489,9500,9501,9565,9619,9711,9788,9880,9918,9918,10032,10175,10290
San Juan de la Costa,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,172,218,233,233,354,505,647,785,886,895,947,1124,1291,1418,1492,1582,1591,1598,1670,1746,1809,1847,1893,1893,1893,1938,1967,2025,2071,2106,2115,2115,2183,2314,2389,2448,2504,2530,2530,2589,2665,2729,2782,2840,2842,2843,2878,2914,2963,3013,3062,3064,3064,3102,3138,3161,3184,3184,3184,3184,3214,3234,3274,3317,3342,3342,3342,3394,3423,3441,3469,3485,3513,3513,3537,3569,3591,3611,3626,3626,3626,3652,3670,3685,3707,3716,3716,3716,3743,3764,3786,3805,3821,3823,3823,3852,3885,3908,3941,3975,3975,3975,4014,4037,4085,4124,4124,4124,4124,4196,4276,4373,4460,4532,4532,4532,4582,4591,4591.0,4591..0,4591..120,4591..120,4591..120,4591..1230,4591..12320,4591..123250
San Juan de la Costa,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,158,191,214,214,307,443,586,702,780,830,843,958,1131,1236,1297,1398,1405,1412,1507,1571,1648,1717,1772,1776,1776,1809,1848,1888,1917,1917,1917,1917,1984,2070,2151,2222,2281,2282,2282,2350,2411,2476,2539,2571,2597,2597,2649,2674,2713,2779,2817,2817,2817,2900,2953,2978,3005,3021,3021,3021,3048,3079,3109,3132,3156,3160,3160,3198,3244,3262,3285,3317,3317,3317,3352,3380,3417,3439,3439,3439,3439,3467,3488,3515,3539,3569,3569,3569,3596,3615,3651,3678,3693,3693,3693,3714,3744,3769
San Miguel,First,0,90,215,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,610,1756,3448,5067,5144,5144,7185,9374,11436,13075,14571,15202,15464,17212,18410,19563,20543,21482,21653,21653,22377,22969,23450,23806,24240,24240,24240,25378,26664,27889,29067,30059,30060,30060,30918,31799,32515,33455,34294,34571,34629,35528,36651,37685,38684,39536,40103,40103,41412,42790,43869,44815,46015,46015,46015,47183,48118,49017,49927,49927,49927,49927,50415,51052,51690,52223,52724,52724,52724,53351,53758,54327,54711,55053,55053,55053,55244,55460,55523,55943,56158,56158,56158,56487,56752,57030,57169,57459,57459,57459,57884,58496,59061,59694,60264,60600,60600,61430,62374,63404,64431,65384,65384,65384,66970,68403,69666,70819,70819,70819,70819,72028,73157,74484,75571,76509,76946,76946,77982,79044,79118,79189,79264,79264,79264,79453,79639,80204
San Miguel,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,218,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,234,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,545,1568,3099,4672,4752,4752,6596,8878,10866,12474,13949,14405,14573,16586,18067,19532,20714,21659,21766,21766,22458,22897,23182,23413,23851,23856,23856,24940,26008,27389,28559,28565,28567,28568,29956,30867,31658,32582,33436,33466,33467,34548,35633,36593,37680,38534,38868,38873,40360,41725,42717,43492,44724,44751,44751,45867,46814,47634,48489,48754,48756,48756,49146,49751,50377,50880,51368,51457,51458,51959,52455,52969,53351,53708,53708,53708,53904,54127,54284,54655,54656,54673,54676,55138,55509,55870,56056,56282,56337,56340,56610,57052,57606,58198,58816,58886,58889,59762,60649,61611
San Nicolás,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,323,546,683,683,683,880,991,1120,1473,1652,1652,1652,1953,2200,2419,2746,2905,2905,2905,2986,3049,3112,3185,3236,3236,3236,3352,3502,3564,3598,3643,3643,3643,3759,3921,4053,4238,4391,4391,4391,4510,4624,4731,4856,4978,4978,4978,5085,5183,5347,5474,5624,5624,5624,5733,5815,5893,5972,5972,5972,5972,6109,6372,6491,6619,6752,6752,6752,6806,6860,6899,6936,6993,6993,6993,7024,7050,7094,7138,7153,7153,7153,7201,7238,7280,7303,7332,7332,7332,7373,7445,7493,7541,7586,7586,7586,7655,7721,7789,7850,7907,7907,7907,7971,8030,8212,8415,8415,8415,8415,8601,8737,8853,8964,9079,9079,9079,9209,9289,9374,9422,9464,9464,9464,9492,9511,9538
San Nicolás,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,126,296,500,662,662,662,844,969,1121,1433,1610,1611,1611,1904,2163,2398,2693,2853,2854,2854,2938,3008,3073,3130,3184,3184,3184,3294,3439,3494,3533,3533,3533,3533,3661,3811,3961,4135,4299,4299,4299,4423,4533,4641,4766,4878,4878,4878,4999,5081,5221,5346,5501,5501,5501,5628,5704,5782,5851,5881,5881,5881,6001,6216,6348,6488,6613,6613,6613,6684,6738,6787,6824,6886,6886,6887,6918,6946,6979,7027,7027,7027,7027,7075,7117,7159,7199,7233,7234,7234,7281,7329,7373,7421,7467,7467,7467,7533,7589,7653
San Pablo,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,187,228,228,228,363,475,602,701,865,936,936,1055,1195,1305,1406,1503,1503,1503,1575,1738,1865,1922,1944,1944,1944,1987,2048,2115,2181,2257,2257,2257,2326,2423,2510,2592,2636,2671,2671,2751,2841,2921,3018,3060,3060,3060,3113,3173,3232,3337,3389,3389,3389,3436,3478,3507,3536,3536,3536,3536,3560,3614,3694,3740,3766,3766,3766,3819,3913,3992,4041,4116,4116,4116,4128,4143,4158,4171,4179,4179,4179,4186,4269,4307,4336,4345,4345,4345,4355,4403,4447,4491,4536,4536,4536,4568,4620,4684,4730,4786,4786,4786,4831,4877,4924,4971,4971,4971,4971,5068,5185,5284,5376,5477,5477,5477,5570,5660,5731,5738,5780,5780,5780,5818,5883,5936
San Pablo,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,163,216,216,216,347,457,583,674,834,908,908,1029,1167,1272,1370,1463,1463,1463,1541,1664,1783,1881,1911,1911,1911,1956,2011,2073,2136,2136,2136,2136,2268,2370,2448,2526,2567,2567,2567,2673,2766,2838,2941,2985,2985,2985,3041,3094,3166,3250,3305,3305,3305,3347,3410,3441,3475,3481,3481,3481,3501,3559,3611,3661,3692,3692,3692,3746,3826,3904,3950,4023,4023,4023,4036,4054,4086,4096,4096,4096,4096,4109,4184,4217,4222,4236,4236,4236,4247,4316,4365,4406,4447,4447,4447,4484,4526,4593
San Pedro,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,113,156,156,156,255,406,583,727,884,884,884,1032,1134,1237,1346,1455,1455,1455,1539,1584,1630,1679,1727,1738,1738,1822,1929,2041,2118,2216,2225,2225,2323,2407,2483,2588,2674,2687,2687,2774,2863,2945,3035,3116,3131,3131,3182,3229,3338,3445,3563,3570,3570,3666,3770,3854,3946,3946,3951,3951,4007,4043,4107,4153,4183,4184,4184,4241,4307,4357,4386,4436,4440,4440,4467,4508,4532,4575,4624,4624,4624,4672,4721,4753,4767,4787,4788,4788,4831,4882,4955,5051,5111,5111,5111,5201,5311,5383,5445,5540,5540,5540,5638,5737,5885,5978,5978,5978,5978,6121,6290,6449,6590,6745,6745,6745,6929,7064,7190,7220,7226,7226,7226,7226.0,7226.290,7226.29190
San Pedro,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,99,145,145,145,238,387,564,707,854,854,854,1002,1102,1205,1311,1421,1421,1421,1510,1554,1599,1651,1698,1703,1703,1783,1886,1991,2072,2073,2078,2078,2255,2338,2414,2521,2606,2618,2618,2699,2779,2863,2955,3041,3060,3060,3112,3163,3266,3369,3480,3480,3480,3577,3666,3740,3826,3838,3841,3841,3888,3922,3990,4040,4074,4074,4074,4127,4188,4233,4266,4297,4297,4297,4322,4361,4402,4473,4473,4475,4475,4536,4588,4632,4655,4679,4682,4682,4732,4784,4857,4940,4998,4999,4999,5085,5190,5265
San Pedro de Atacama,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,92,114,116,116,137,162,252,430,506,506,506,584,650,768,798,852,852,852,883,921,970,980,990,990,990,1063,1129,1180,1217,1246,1246,1246,1271,1299,1344,1381,1418,1419,1419,1461,1521,1614,1661,1733,1733,1733,1764,1808,1914,2041,2087,2087,2087,2307,2616,3052,3327,3327,3327,3327,3529,3627,3770,3906,3974,3974,3974,4033,4091,4107,4108,4229,4285,4285,4328,4357,4398,4422,4470,4508,4508,4519,4548,4548,4557,4559,4559,4559,4559,4562,4562,4562,4562,4562,4562,4590,4606,4630,4653,4679,4679,4679,4711,4754,4799,4839,4839,4871,4871,4913,4959,5002,5043,5043,5043,5043,5052,5052,5052.0,5052..0,5052...0,5052....0,5052....0,5052.....0,5052......0,5052......300
San Pedro de Atacama,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,84,84,84,113,137,226,383,455,456,456,530,590,698,738,798,798,798,831,865,914,931,942,942,942,985,1028,1083,1120,1120,1120,1120,1168,1210,1269,1305,1338,1338,1338,1372,1404,1442,1465,1553,1573,1573,1608,1648,1714,1868,1907,1926,1926,2069,2382,2395,2746,2877,2877,2877,2994,3146,3298,3509,3624,3651,3651,3724,3774,3815,3838,3926,3926,3926,3983,4049,4128,4180,4180,4195,4195,4243,4272,4298,4310,4316,4316,4316,4318,4346,4354,4368,4374,4380,4380,4405,4426,4454
San Pedro de la Paz,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,827,1557,2099,2112,2112,3225,4723,6427,8094,9087,9293,9293,10404,11253,12096,12798,13469,13575,13575,14129,14625,15179,16012,16360,16387,16387,17199,18020,18924,19712,20322,20389,20389,21007,21764,22428,23374,24258,24594,24594,25515,26622,27638,28620,29530,29901,29901,30838,31798,32677,33509,34377,34377,34377,35349,36172,36916,37736,37736,37736,37736,38133,38710,39328,39732,40047,40200,40200,40726,41212,41657,41899,42060,42106,42106,42362,42574,42743,43143,43366,43433,43433,43697,43937,44172,44403,44798,44862,44862,45419,45980,46516,47082,47595,47759,47759,48346,48983,49617,50227,50836,50836,50836,51561,52348,52951,53479,53479,53845,53845,54670,55502,56418,57204,58114,58574,58574,59532,60332,61189,61749,62215,62517,62517,62932,63245,63763
San Pedro de la Paz,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,689,1385,1875,1912,1914,3004,4493,6105,7724,8761,8974,8977,10192,11331,12567,13779,14429,14536,14537,15334,15729,15961,16151,16398,16399,16399,16905,17623,18488,19453,19454,19455,19457,20416,21212,21917,22797,23653,23951,23953,24856,25872,26849,27753,28659,29002,29005,29973,30871,31734,32535,33237,33304,33306,34188,35137,35760,36629,36850,36871,36874,37279,37783,38363,38769,39067,39171,39171,39689,40161,40591,40845,41038,41038,41038,41316,41544,41758,42154,42155,42212,42212,42590,42923,43219,43495,43762,43843,43843,44309,44781,45218,45671,46107,46297,46299,46889,47438,48033
San Rafael,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,174,260,260,260,452,661,836,944,1086,1086,1086,1261,1333,1403,1469,1536,1537,1537,1599,1643,1692,1754,1783,1783,1783,1843,1924,2008,2082,2167,2167,2167,2240,2330,2427,2500,2577,2577,2577,2680,2773,2845,2919,2990,2990,2990,3072,3144,3186,3257,3338,3338,3338,3414,3482,3540,3596,3596,3596,3596,3621,3699,3753,3810,3853,3853,3853,3878,3920,3947,3967,3977,3977,3977,4006,4029,4054,4078,4107,4107,4107,4134,4154,4162,4162,4172,4172,4172,4238,4277,4336,4386,4456,4484,4484,4546,4593,4659,4709,4765,4802,4802,4884,4959,5022,5108,5108,5108,5108,5211,5334,5444,5550,5652,5726,5726,5806,5807,5814,5821,5824,5827,5827,5853,5888,5933
San Rafael,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,171,257,257,257,444,650,828,936,1075,1075,1075,1234,1300,1373,1439,1507,1507,1507,1573,1617,1668,1729,1758,1759,1759,1813,1889,1973,2042,2042,2042,2042,2155,2272,2366,2447,2506,2506,2506,2600,2687,2761,2838,2907,2907,2907,2989,3059,3107,3168,3248,3248,3248,3323,3392,3446,3505,3518,3518,3518,3548,3611,3666,3721,3769,3771,3771,3805,3844,3871,3890,3905,3906,3906,3932,3949,3974,3998,3998,3998,3998,4046,4069,4087,4098,4113,4114,4114,4166,4190,4247,4288,4362,4392,4392,4452,4512,4569
San Ramón,First,0,35,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1121,2140,3180,3381,3626,4722,5890,6894,7708,8485,8656,8836,9730,10393,10939,11358,11836,11990,12080,12545,12872,13292,13682,14007,14113,14186,14782,15346,15881,16421,16877,17044,17148,17712,18299,18958,19683,20290,20638,20824,21257,21721,22112,22533,22871,23249,23444,23862,24359,24893,25486,26105,26381,26505,27042,27550,28049,28537,28609,28700,28772,29012,29239,29561,29827,30152,30369,30520,30885,31228,31593,31857,32073,32217,32292,32497,32686,32798,32986,33142,33263,33332,33550,33723,33920,34039,34205,34318,34422,34704,34933,35214,35460,35708,35861,35922,36274,36673,37050,37351,37746,37746,37746,38180,38637,39094,39500,39574,39765,39981,40663,41435,42225,43093,43894,44327,44828,45683,46404,46585,46665,46736,46775,46793,46904,47009,47129
San Ramón,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,103,968,1925,2918,3102,3326,4392,5518,6508,7341,8102,8303,8474,9336,10077,10781,11334,11857,12042,12131,12586,12903,13150,13381,13634,13753,13817,14323,14887,15399,15913,16059,16226,16338,16938,17486,18119,18920,19531,19865,20013,20510,20953,21365,21731,22117,22454,22666,23056,23559,24014,24520,25058,25338,25445,25997,26497,27002,27448,27616,27680,27772,28020,28211,28539,28774,29046,29118,29128,29455,29929,30284,30480,30713,30713,30713,31014,31201,31355,31528,31582,31651,31730,31999,32251,32521,32681,32845,32895,32945,33162,33359,33603,33801,34007,34120,34201,34554,34894,35239
San Rosendo,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,183,275,304,304,417,567,661,752,795,871,871,901,929,949,958,983,983,983,998,1011,1025,1041,1094,1094,1094,1129,1138,1152,1168,1187,1189,1189,1220,1280,1335,1382,1416,1422,1422,1459,1497,1520,1546,1593,1596,1596,1616,1639,1675,1691,1710,1710,1710,1723,1740,1768,1787,1787,1787,1787,1803,1819,1840,1845,1853,1853,1857,1863,1877,1895,1906,1921,1921,1921,1931,1945,1951,1955,1964,1964,1964,1972,1975,1979,1984,1992,1992,1992,2009,2033,2049,2059,2077,2077,2077,2087,2106,2120,2140,2159,2159,2159,2182,2199,2215,2233,2233,2233,2233,2279,2333,2397,2429,2464,2464,2464,2498,2526,2544,2556,2569,2569,2569,2572,2575,2582
San Rosendo,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,171,256,281,281,383,514,621,713,765,834,834,867,893,917,928,949,949,949,964,982,996,1012,1063,1063,1064,1094,1107,1120,1127,1127,1127,1127,1180,1224,1277,1319,1353,1353,1359,1390,1428,1458,1481,1535,1536,1536,1559,1584,1617,1636,1650,1651,1651,1669,1684,1714,1729,1738,1738,1738,1754,1765,1789,1806,1810,1810,1810,1816,1827,1835,1858,1873,1873,1873,1886,1894,1903,1909,1910,1911,1911,1928,1936,1947,1952,1961,1961,1961,1973,1990,2011,2020,2036,2036,2036,2047,2062,2080
San Vicente,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,364,524,524,524,524,524,524,524,524,524,524,524,524,524,524,655,911,1142,1142,1142,1877,2606,3472,4310,5176,5176,5176,6212,7003,7667,8341,8914,8914,8914,9290,9627,9966,10318,10457,10457,10457,11132,11796,12374,12940,13495,13495,13495,13985,14463,14946,15524,16044,16044,16044,16597,17069,17422,17773,18155,18155,18155,18564,18931,19307,19698,20246,20246,20246,20762,21416,22064,22508,22508,22508,22508,22714,22956,23203,23300,23417,23417,23417,23598,23772,24000,24137,24214,24214,24214,24275,24330,24400,24550,24591,24591,24591,24700,24799,24938,25002,25172,25172,25172,25455,25671,25972,26234,26500,26500,26500,26830,27198,27525,27830,28192,28192,28192,28515,28933,29321,29809,29850,29850,29850,30448,31079,31548,31894,32342,32342,32342,32716,33192,33543,33595,33727,33727,33727,33973,34147,34346
San Vicente,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,364,509,509,517,517,517,517,517,517,517,517,517,517,517,518,518,518,518,518,518,519,520,653,894,1116,1116,1116,1842,2544,3400,4225,5071,5073,5073,6139,6942,7599,8264,8809,8809,8809,9154,9494,9841,10175,10329,10329,10329,10986,11648,12262,13214,13215,13215,13215,13757,14243,14598,15166,15695,15697,15697,16303,16773,17126,17471,17820,17820,17820,18241,18632,18998,19368,19694,19694,19695,20051,20789,21327,21758,21895,21895,21895,22129,22369,22687,22901,23019,23019,23019,23235,23424,23622,23752,23848,23848,23848,23909,23979,24058,24227,24227,24228,24228,24362,24503,24623,24666,24789,24790,24790,25017,25294,25576,25799,25986,25987,25990,26362,26724,27047
